guid,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,year,now_cost,element_type
803,Danny,Ward,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2017,44.0,
804,Conor,Masterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2017,40.0,
805,Curtis,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2017,45.0,
806,Rafael,Camacho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2017,45.0,
807,Ederson,Santana de Moraes,0,0,158,3195,26,10.0,546.2,0.0,10,666,55.6,16,0,1,9.0,2017,57.0,
540,Claudio,Bravo,0,0,10,224,1,0.0,45.2,0.0,1,42,4.5,1,0,0,0.5,2017,45.0,
127,John,Stones,0,0,70,1301,11,26.3,283.4,120.0,5,334,43.2,9,0,0,3.1,2017,53.0,
219,Aleksandar,Kolarov,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2017,55.0,
221,Vincent,Kompany,1,1,60,1394,11,76.5,399.6,116.0,2,326,59.2,6,0,6,2.9,2017,59.0,
225,Nicolás,Otamendi,4,0,156,2966,25,224.6,846.6,363.0,21,742,143.7,15,0,9,25.8,2017,64.0,
226,Fabian,Delph,1,2,55,1740,17,263.7,369.2,62.0,0,398,69.4,6,0,2,0.5,2017,45.0,
227,Raheem,Sterling,18,17,229,2584,23,838.2,969.8,1488.0,19,701,329.7,13,1,3,27.6,2017,91.0,
229,David,Silva,9,11,169,2431,18,1118.5,875.8,867.0,26,671,286.5,14,0,5,11.5,2017,82.0,
230,Gnegneri Yaya,Touré,0,2,16,227,2,122.6,105.0,72.0,0,99,29.8,0,0,1,0.8,2017,60.0,
232,Fernando,Luiz Rosa,5,4,120,2880,24,511.9,800.2,411.0,9,596,172.4,15,0,7,4.6,2017,50.0,
233,Fernando Francisco,Reges,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2017,45.0,
234,Kevin,De Bruyne,8,18,209,3073,22,1744.2,1146.6,797.0,25,872,368.9,19,0,2,21.4,2017,103.0,
235,Ilkay,Gündogan,4,2,82,1504,15,406.4,381.4,408.0,9,376,119.3,6,0,3,2.3,2017,54.0,
236,Manuel,Agudo Durán,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2017,70.0,
488,Leroy,Sané,10,15,179,2415,22,891.3,842.4,1013.0,17,647,274.4,12,0,4,13.4,2017,87.0,
808,Bernardo Mota,Veiga de Carvalho e Silva,6,5,112,1514,10,508.7,475.6,464.0,8,440,144.4,9,0,0,1.4,2017,72.0,
238,Sergio,Agüero,21,6,169,1960,12,570.8,966.4,1484.0,22,740,302.5,13,0,2,10.7,2017,115.0,
624,Gabriel Fernando,de Jesus,13,7,126,1660,12,360.3,603.6,1089.0,18,473,204.9,9,0,6,17.1,2017,104.0,
383,Kyle,Walker,0,6,138,2784,22,511.4,542.4,117.0,8,691,117.1,15,1,2,12.3,2017,66.0,
809,Danilo Luiz,da Silva,3,2,100,1340,11,158.1,376.0,176.0,8,398,71.1,9,0,2,2.8,2017,50.0,
810,Benjamin,Mendy,0,1,20,360,1,139.3,84.2,48.0,1,96,27.2,2,0,2,0.4,2017,63.0,
811,Phil,Foden,0,1,8,45,1,32.1,29.2,10.0,0,31,7.1,0,0,0,0.0,2017,47.0,
812,Brahim,Diaz,0,0,5,50,1,5.6,6.8,53.0,0,14,6.6,0,0,0,0.0,2017,47.0,
237,Oleksandr,Zinchenko,0,0,16,530,3,145.9,116.4,21.0,0,104,28.3,3,0,1,0.0,2017,50.0,
606,Oluwatosin,Adarabioyo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2017,40.0,
813,Aymeric,Laporte,0,0,35,806,5,52.8,165.8,34.0,2,204,25.4,4,0,1,1.5,2017,51.0,
814,Lukas,Nmecha,0,0,2,14,0,3.1,0.0,0.0,0,4,0.3,0,0,0,0.1,2017,45.0,
11,Alexis,Sánchez,9,10,152,2546,32,1155.2,823.2,1281.0,13,515,326.1,11,0,5,3.0,2017,114.0,
86,Nemanja,Matic,1,1,91,3117,26,427.9,681.4,168.0,3,576,127.9,16,0,6,9.1,2017,47.0,
815,David,De Gea,0,0,172,3330,28,10.0,821.2,0.0,10,757,83.4,18,0,0,44.3,2017,59.0,
242,Sergio,Romero,0,0,7,90,0,0.0,26.4,0.0,0,26,2.6,1,0,0,0.7,2017,47.0,
661,Joel Dinis,Castro Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.1,2017,39.0,
243,Chris,Smalling,4,0,123,2535,24,35.3,743.8,230.0,9,590,101.2,11,0,4,11.5,2017,57.0,
244,Phil,Jones,0,0,116,1973,11,36.6,486.4,12.0,19,554,53.6,15,0,2,5.2,2017,55.0,
246,Luke,Shaw,0,0,48,787,2,127.0,142.6,144.0,4,216,41.5,7,0,2,0.5,2017,48.0,
247,Marcos,Rojo,0,0,23,639,8,26.0,151.4,47.0,4,126,22.5,3,0,6,0.1,2017,54.0,
249,Antonio,Valencia,3,1,146,2741,22,438.5,559.2,259.0,13,660,125.5,16,0,7,11.7,2017,69.0,
250,Matteo,Darmian,0,0,27,443,3,25.3,95.0,6.0,3,119,12.6,3,0,0,0.2,2017,49.0,
253,Daley,Blind,0,0,28,360,0,93.0,65.8,15.0,1,119,17.3,4,0,0,0.9,2017,51.0,
254,Eric,Bailly,1,0,55,1000,6,28.4,222.0,79.0,3,248,33.0,7,0,2,5.7,2017,60.0,
655,Axel,Tuanzebe,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,1.1,2017,39.0,
816,Victor,Lindelöf,0,0,47,1284,14,37.7,272.8,8.0,1,297,32.0,5,0,1,1.3,2017,49.0,
255,Juan,Mata,3,5,100,1919,10,849.9,422.8,453.0,6,418,172.1,15,0,1,2.0,2017,68.0,
256,Marouane,Fellaini,4,0,47,611,1,88.2,246.0,264.0,3,171,59.8,4,0,1,0.6,2017,47.0,
258,Michael,Carrick,0,0,4,108,0,13.7,23.2,41.0,0,19,7.8,1,0,0,1.0,2017,42.0,
259,Ashley,Young,2,6,98,2444,26,502.3,601.2,213.0,11,479,131.6,9,0,7,2.4,2017,48.0,
261,Ander,Herrera,0,2,44,1257,14,229.4,294.4,101.0,0,229,62.7,5,0,5,1.3,2017,50.0,
265,Jesse,Lingard,8,6,128,1807,18,519.1,526.6,711.0,10,450,175.3,9,0,2,10.3,2017,60.0,
266,Anthony,Martial,9,6,125,1572,13,509.3,535.4,748.0,7,403,179.5,9,0,1,2.6,2017,78.0,
502,Paul,Pogba,6,13,138,2145,20,663.5,710.8,780.0,15,528,215.6,11,1,5,14.7,2017,79.0,
666,Scott,McTominay,0,0,21,629,3,53.6,78.2,11.0,0,96,14.2,4,0,2,0.8,2017,42.0,
270,Marcus,Rashford,7,5,104,1799,16,412.1,470.8,838.0,11,387,171.7,10,0,3,7.6,2017,73.0,
142,Romelu,Lukaku,16,7,162,2866,26,572.4,831.0,1334.0,18,593,273.2,14,0,4,21.9,2017,115.0,
262,Andreas,Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2017,49.0,
271,Zlatan,Ibrahimovic,0,0,5,102,2,43.5,14.8,68.0,0,18,12.6,0,0,0,0.2,2017,95.0,
93,Robert Kenedy,Nunes do Nascimento,2,2,51,1023,9,224.1,236.4,253.0,5,171,71.4,6,0,1,2.0,2017,48.0,
566,Islam,Slimani,1,1,25,369,4,100.8,83.2,115.0,1,76,29.6,1,0,1,0.3,2017,66.0,
817,Robert,Elliot,0,0,57,1440,21,0.0,364.2,0.0,4,280,36.5,3,0,0,13.6,2017,40.0,
818,Karl,Darlow,0,0,33,900,15,0.0,258.8,0.0,2,172,25.9,2,0,0,0.2,2017,43.0,
388,DeAndre,Yedlin,0,2,88,2842,37,340.7,494.4,63.0,5,467,90.0,7,0,5,1.7,2017,45.0,
819,Ciaran,Clark,2,1,64,1745,30,50.8,433.6,190.0,6,317,67.5,4,0,3,1.5,2017,43.0,
820,Jamaal,Lascelles,3,0,116,2927,31,77.2,800.0,234.0,9,567,111.5,9,0,5,9.5,2017,49.0,
821,Paul,Dummett,0,0,52,1602,18,97.8,333.6,58.0,0,280,49.0,5,0,1,1.1,2017,42.0,
822,Grant,Hanley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,2017,40.0,
823,Jesús,Gámez Duarte,0,0,9,97,0,47.6,32.2,4.0,2,38,8.4,1,0,0,1.5,2017,39.0,
824,Florian,Lejeune,0,2,66,2103,32,92.3,557.0,139.0,6,406,78.9,5,0,3,0.9,2017,43.0,
825,Matt,Ritchie,3,7,116,2802,35,844.4,561.2,520.0,10,489,192.6,9,0,6,2.3,2017,54.0,
826,Jonjo,Shelvey,1,4,73,2264,30,639.9,442.6,243.0,4,360,132.3,6,2,2,0.6,2017,52.0,
827,Yoan,Gouffran,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2017,50.0,
158,Mohamed,Diamé,2,0,70,2034,27,214.2,431.8,203.0,3,340,85.3,6,0,3,0.3,2017,46.0,
828,Jack,Colback,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,2017,42.0,
829,Christian,Atsu,2,4,78,1776,22,340.6,308.8,480.0,5,236,112.9,6,0,1,1.2,2017,48.0,
830,Dwight,Gayle,6,3,94,1946,31,333.6,352.0,808.0,8,276,148.7,6,0,3,1.1,2017,61.0,
831,Ayoze,Pérez,8,6,124,2486,28,539.0,571.8,809.0,15,420,191.7,8,0,3,6.5,2017,55.0,
832,Aleksandar,Mitrovic,1,0,10,89,0,44.7,48.2,73.0,0,37,16.6,0,0,0,0.6,2017,47.0,
833,Daryl,Murphy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,2017,45.0,
834,Massadio,Haidara,0,0,1,3,0,0.0,0.0,0.0,0,3,0.0,0,0,0,1.8,2017,39.0,
835,Siem,de Jong,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2017,49.0,
836,Rolando,Aarons,0,0,5,136,2,8.1,12.0,25.0,0,19,4.6,0,0,0,0.1,2017,43.0,
537,Javier,Manquillo,0,1,49,1757,31,164.8,266.0,26.0,1,247,45.9,4,0,2,0.6,2017,42.0,
837,Jacob,Murphy,1,2,51,1137,25,159.7,161.8,227.0,2,171,54.7,2,0,0,0.1,2017,50.0,
337,Jose Luis,Mato Sanmartín,4,1,69,1703,25,254.8,291.2,526.0,5,227,106.5,5,0,2,0.4,2017,55.0,
838,Chancel,Mbemba,0,0,20,670,11,67.1,158.2,6.0,3,133,23.2,1,0,0,10.1,2017,39.0,
839,Mikel,Merino,1,1,49,1337,18,236.7,374.8,156.0,4,271,76.9,3,0,4,0.1,2017,49.0,
840,Isaac,Hayden,1,0,41,1365,25,164.7,273.6,144.0,0,171,58.2,3,0,7,0.2,2017,43.0,
841,Henri,Saivet,1,0,8,83,2,0.8,49.8,7.0,1,27,5.8,0,0,0,0.0,2017,44.0,
842,Freddie,Woodman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2017,40.0,
843,Martin,Dubravka,0,0,53,1080,11,0.0,234.6,0.0,5,215,23.3,4,0,0,1.0,2017,45.0,
100,Alex,McCarthy,0,0,52,1620,26,0.0,280.8,0.0,3,278,28.1,4,0,2,0.8,2017,44.0,
293,Fraser,Forster,0,0,73,1800,30,0.0,488.2,0.0,6,351,48.9,4,0,0,3.9,2017,46.0,
295,Ryan,Bertrand,0,5,103,3135,49,589.1,515.2,286.0,4,553,139.3,8,0,2,5.2,2017,53.0,
297,Maya,Yoshida,2,1,76,2049,32,67.0,525.2,236.0,6,413,83.0,6,1,2,1.7,2017,46.0,
298,Matt,Targett,0,0,2,166,6,38.6,42.2,0.0,0,35,8.1,0,0,0,0.1,2017,43.0,
300,Cédric,Soares,0,3,85,2794,44,455.6,507.0,159.0,2,481,112.3,7,0,3,4.0,2017,47.0,
491,Jérémy,Pied,0,1,7,180,3,29.9,65.8,4.0,1,47,10.0,0,0,0,0.1,2017,42.0,
503,Jack,Stephens,2,0,58,1980,33,68.3,506.6,224.0,2,360,79.9,5,1,6,0.5,2017,45.0,
591,Sam,McQueen,0,0,14,142,2,34.2,29.4,8.0,2,49,7.2,1,0,0,0.1,2017,42.0,
844,Jan,Bednarek,1,0,22,427,5,1.9,110.0,19.0,0,88,13.1,2,0,1,0.6,2017,41.0,
304,Steven,Davis,3,2,71,1515,21,350.8,345.2,126.0,6,337,82.5,4,0,0,1.3,2017,47.0,
305,James,Ward-Prowse,3,5,84,1708,29,613.9,363.4,296.0,8,367,127.1,2,0,3,1.7,2017,49.0,
307,Dusan,Tadic,6,3,122,2791,43,950.9,588.6,656.0,10,464,219.5,10,0,4,3.2,2017,62.0,
308,Jordy,Clasie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2017,44.0,
309,Oriol,Romeu Vidal,1,0,68,2897,47,338.7,616.2,231.0,0,474,118.7,8,0,11,2.5,2017,42.0,
311,Pierre-Emile,Højbjerg,0,0,39,1666,30,258.4,266.6,148.0,0,261,67.6,3,0,6,0.4,2017,43.0,
550,Sofiane,Boufal,2,2,55,1206,24,351.6,289.4,397.0,2,215,103.7,1,0,1,0.2,2017,57.0,
603,Joshua,Sims,0,0,8,160,2,43.5,32.6,149.0,0,18,22.5,1,0,0,0.1,2017,43.0,
303,Nathan,Redmond,1,3,72,1938,31,630.9,347.0,493.0,3,296,147.2,7,0,3,1.8,2017,59.0,
312,Shane,Long,2,2,53,1570,28,301.9,235.6,512.0,0,167,104.6,4,0,6,0.5,2017,56.0,
313,Charlie,Austin,7,1,72,1024,15,89.4,302.8,689.0,9,215,107.7,4,0,2,1.4,2017,58.0,
642,Manolo,Gabbiadini,5,0,66,1067,17,133.9,203.0,269.0,10,204,58.6,4,0,2,1.4,2017,62.0,
845,Mario,Lemina,1,1,58,1715,31,170.6,363.6,145.0,5,337,67.8,4,0,2,0.2,2017,48.0,
596,Stuart,Taylor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,2017,40.0,
846,Wesley,Hoedt,0,2,74,2520,42,130.9,661.6,146.0,11,532,93.8,5,0,7,0.1,2017,50.0,
847,Michael,Obafemi,0,0,1,8,0,1.3,0.0,4.0,0,-1,0.3,0,0,0,0.7,2017,45.0,
848,Guido,Carrillo,0,1,15,449,8,64.2,50.2,179.0,0,40,29.4,1,0,0,0.0,2017,59.0,
78,Kurt,Zouma,1,0,87,2887,50,91.8,814.2,235.0,5,554,114.4,7,0,1,2.0,2017,54.0,
315,Jack,Butland,0,0,125,3150,61,10.0,1013.4,0.0,16,687,102.5,6,0,0,2.5,2017,50.0,
573,Lee,Grant,0,0,5,270,7,0.0,64.2,0.0,0,44,6.3,0,0,0,0.2,2017,42.0,
317,Ryan,Shawcross,1,1,67,2371,40,26.5,656.0,276.0,2,356,96.0,5,0,2,0.8,2017,48.0,
319,Geoff,Cameron,0,0,33,1522,30,77.2,265.4,46.0,0,220,39.0,2,0,2,0.2,2017,43.0,
320,Erik,Pieters,0,1,71,2717,50,247.2,567.4,58.0,1,456,87.3,7,0,5,0.4,2017,47.0,
321,Marc,Muniesa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2017,45.0,
324,Glen,Johnson,0,0,5,546,14,56.8,86.6,41.0,0,70,18.4,0,0,3,0.3,2017,41.0,
518,Josh,Tymon,0,0,0,162,9,4.9,20.4,0.0,0,18,2.5,0,0,0,0.0,2017,44.0,
201,Joe,Allen,2,6,109,3139,55,512.3,691.8,339.0,12,527,154.3,6,0,8,1.7,2017,51.0,
327,Charlie,Adam,0,0,10,405,9,114.4,73.2,84.0,0,57,27.1,2,1,2,0.1,2017,47.0,
328,Glenn,Whelan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2017,45.0,
331,Ibrahim,Afellay,0,0,6,162,9,5.5,12.6,0.0,0,29,1.8,0,0,1,0.0,2017,48.0,
332,Xherdan,Shaqiri,8,9,155,3039,58,1151.6,718.0,676.0,19,554,255.2,6,0,5,8.6,2017,61.0,
333,Giannelli,Imbula,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2017,45.0,
849,Bojan,Krkic Perez,0,0,2,71,1,13.3,0.0,6.0,0,5,1.9,0,0,0,0.0,2017,55.0,
485,Ramadan,Sobhi,2,1,51,1227,30,237.9,237.6,206.0,2,226,68.1,2,0,2,0.5,2017,45.0,
438,Darren,Fletcher,1,1,67,2217,49,359.8,346.2,72.0,3,337,77.8,4,0,0,0.4,2017,47.0,
335,Peter,Crouch,5,2,73,1551,27,321.2,289.2,390.0,6,225,99.9,2,0,4,2.4,2017,48.0,
336,Mame Biram,Diouf,6,3,99,2592,49,285.4,482.0,832.0,8,350,159.6,8,0,6,1.9,2017,52.0,
447,Saido,Berahino,0,1,20,483,13,51.8,40.4,149.0,0,42,23.7,2,0,0,0.3,2017,55.0,
387,Kevin,Wimmer,0,0,19,1321,32,38.8,297.0,28.0,1,196,36.5,1,0,5,0.3,2017,40.0,
850,Eric Maxim,Choupo-Moting,5,5,107,2241,45,327.5,505.6,851.0,9,341,168.1,5,0,3,1.9,2017,52.0,
851,Jesé,Rodríguez Ruiz,1,1,31,609,17,127.7,110.4,171.0,2,93,40.8,1,0,0,2.0,2017,54.0,
561,Bruno,Martins Indi,0,0,20,1242,28,48.3,241.8,60.0,0,171,35.1,1,0,3,0.0,2017,49.0,
852,Harry,Souttar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2017,40.0,
647,Thomas,Edwards,0,0,6,481,15,23.0,93.4,10.0,0,81,12.7,0,0,0,0.3,2017,40.0,
543,Julien,Ngoy,0,0,1,19,2,1.8,1.0,0.0,0,4,0.3,0,0,0,0.3,2017,45.0,
316,Jakob,Haugaard,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2017,40.0,
326,Stephen,Ireland,0,0,4,128,4,17.8,14.4,11.0,0,13,4.3,0,0,1,0.0,2017,45.0,
853,Moritz,Bauer,0,0,41,1307,18,189.9,181.8,67.0,1,201,44.0,5,0,4,0.4,2017,45.0,
854,Konstantinos,Stafylidis,0,0,6,334,6,23.8,68.2,18.0,0,38,11.0,0,0,0,0.0,2017,43.0,
855,Papa Alioune,Ndiaye,2,1,41,1138,17,116.7,298.4,133.0,5,159,55.0,2,0,5,0.0,2017,50.0,
856,Tyrese,Campbell,0,0,4,75,2,2.6,13.0,28.0,0,11,4.4,0,0,0,0.5,2017,45.0,
857,Lasse,Sorenson,0,1,5,75,1,25.4,29.6,0.0,0,27,5.5,0,0,0,0.0,2017,45.0,
177,Andy,King,3,1,51,1247,26,116.9,239.8,204.0,1,225,56.2,1,0,2,3.5,2017,42.0,
355,Lukasz,Fabianski,0,0,157,3420,56,10.0,1087.8,0.0,14,772,109.9,9,0,0,10.1,2017,47.0,
356,Kristoffer,Nordfeldt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,2017,39.0,
357,Kyle,Naughton,0,2,101,3030,50,253.3,670.6,141.0,11,561,106.9,9,0,1,6.3,2017,46.0,
360,Angel,Rangel,0,0,4,154,3,22.1,24.2,2.0,0,28,4.8,0,0,0,7.3,2017,39.0,
362,Federico,Fernández,1,1,85,2676,44,75.4,736.0,187.0,10,500,100.0,7,0,5,3.3,2017,45.0,
364,Stephen,Kingsley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2017,45.0,
365,Mike,van der Hoorn,1,0,74,1944,27,72.6,460.6,160.0,4,396,69.4,8,0,4,1.2,2017,44.0,
557,Alfie,Mawson,2,1,112,3420,56,86.4,848.4,254.0,7,662,119.4,9,0,3,4.1,2017,51.0,
632,Martin,Olsson,0,1,89,3149,50,295.9,324.4,133.0,0,454,75.4,10,0,7,0.3,2017,50.0,
368,Wayne,Routledge,0,0,17,420,11,95.7,56.6,76.0,0,57,22.6,1,0,1,0.1,2017,51.0,
369,Leon,Britton,0,0,10,301,1,8.5,18.4,4.0,0,38,3.0,3,0,1,0.1,2017,44.0,
370,Jay,Fulton,0,0,1,17,0,0.1,0.2,0.0,0,1,0.0,0,0,1,0.0,2017,43.0,
371,Sung-yueng,Ki,2,2,73,1865,29,338.1,307.2,152.0,9,340,79.7,5,0,2,0.9,2017,46.0,
372,Jefferson,Montero,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2017,49.0,
374,Leroy,Fer,1,1,41,1394,26,180.0,240.6,139.0,0,201,56.0,4,0,5,0.2,2017,52.0,
375,Nathan,Dyer,0,1,41,1300,21,211.1,103.8,174.0,0,139,48.7,3,0,2,0.2,2017,44.0,
396,Tom,Carroll,0,4,85,2562,39,748.6,452.8,172.0,6,431,137.5,7,0,3,4.5,2017,43.0,
378,Modou,Barrow,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2017,50.0,
631,Luciano,Narsingh,1,0,30,614,15,149.5,109.4,155.0,3,97,41.4,1,0,0,0.0,2017,47.0,
858,Roque,Mesa,0,0,18,753,16,85.7,89.0,34.0,0,125,20.9,2,0,3,0.4,2017,42.0,
545,Oliver,McBurnie,0,1,16,267,5,30.4,38.4,105.0,0,45,17.4,0,0,0,1.7,2017,46.0,
641,Jordan,Ayew,7,2,108,2850,49,350.4,562.2,944.0,12,382,185.8,7,1,2,9.5,2017,54.0,
859,Tammy,Abraham,5,3,86,1715,31,182.6,269.2,693.0,11,238,114.2,4,0,0,3.4,2017,54.0,
373,André,Ayew,3,5,77,1834,42,283.1,319.4,429.0,2,249,102.7,3,0,5,1.0,2017,68.0,
860,Kyle,Bartley,0,0,5,233,4,21.2,75.0,16.0,0,29,11.2,0,0,2,0.1,2017,43.0,
155,Sam,Clucas,3,1,75,2039,30,270.1,362.4,233.0,4,305,86.2,5,0,2,0.4,2017,47.0,
861,Renato,Sanches,0,0,20,699,10,135.0,71.8,64.0,0,83,27.0,2,0,1,0.3,2017,43.0,
239,Wilfried,Bony,2,1,33,701,8,70.6,119.0,211.0,3,103,39.3,2,0,2,0.1,2017,56.0,
862,Joe,Rodon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2017,40.0,
863,Erwin,Mulder,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2017,40.0,
653,Connor,Roberts,0,0,7,267,4,12.8,26.2,2.0,0,41,4.1,0,0,0,0.3,2017,40.0,
499,Fernando,Llorente,1,0,22,224,2,66.7,60.2,99.0,2,70,22.6,1,0,1,0.2,2017,73.0,
379,Hugo,Lloris,0,0,144,3240,35,0.1,726.4,0.0,6,694,72.3,15,0,1,9.3,2017,55.0,
380,Michel,Vorm,0,0,3,90,1,0.0,19.0,0.0,0,17,1.9,0,0,0,0.1,2017,48.0,
381,Toby,Alderweireld,0,0,43,1177,13,67.8,249.2,50.0,3,247,36.8,5,0,3,5.0,2017,58.0,
382,Danny,Rose,0,2,24,800,14,181.6,159.4,117.0,0,136,45.9,2,0,4,0.3,2017,64.0,
384,Jan,Vertonghen,0,1,138,3203,31,205.7,774.4,243.0,13,778,122.7,16,0,4,10.1,2017,61.0,
385,Ben,Davies,2,7,143,2323,20,698.8,610.0,201.0,14,615,151.0,12,0,3,21.9,2017,58.0,
386,Kieran,Trippier,0,7,113,1912,21,617.5,459.0,78.0,18,539,115.6,9,0,1,4.8,2017,52.0,
389,Eric,Dier,0,2,85,2822,30,293.4,604.2,289.0,2,477,118.6,15,0,4,2.4,2017,47.0,
390,Mousa,Dembélé,0,0,52,1875,22,303.1,309.2,73.0,3,358,68.5,7,0,6,1.7,2017,49.0,
392,Erik,Lamela,2,4,55,826,12,283.1,204.8,364.0,1,186,84.7,4,0,4,0.1,2017,63.0,
393,Christian,Eriksen,11,10,199,3218,33,1487.0,1072.6,1021.0,23,826,358.2,17,0,0,19.4,2017,97.0,
397,Bamidele,Alli,9,13,175,2957,28,878.5,775.2,934.0,12,565,258.8,16,0,7,13.8,2017,90.0,
399,Victor,Wanyama,1,0,32,837,11,96.8,206.0,77.0,1,174,37.8,2,0,2,0.3,2017,48.0,
401,Heung-Min,Son,12,8,178,2292,18,588.2,725.8,1177.0,16,544,249.1,14,0,0,14.0,2017,83.0,
512,Harry,Winks,0,1,31,768,9,172.2,144.4,14.0,0,167,33.1,4,0,0,0.1,2017,48.0,
571,Moussa,Sissoko,1,1,58,1385,18,384.7,245.8,281.0,0,246,91.1,7,0,3,0.4,2017,53.0,
402,Harry,Kane,29,2,217,3074,34,502.1,1214.4,2355.0,31,781,407.4,15,0,5,37.7,2017,131.0,
404,Vincent,Janssen,0,0,1,1,0,0.0,0.0,0.0,0,2,0.0,0,0,0,0.1,2017,74.0,
864,Kyle,Walker-Peters,0,2,13,188,4,48.3,70.4,10.0,0,73,12.9,1,0,0,0.9,2017,40.0,
500,Cameron,Carter-Vickers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2017,45.0,
865,Davinson,Sánchez,0,0,107,2532,21,74.8,598.0,89.0,8,597,76.2,13,1,1,1.2,2017,60.0,
866,Tashan,Oakley-Boothe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2017,45.0,
867,Serge,Aurier,2,2,77,1427,13,236.5,367.2,209.0,9,335,81.4,6,1,1,0.7,2017,59.0,
868,Juan,Foyth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2017,45.0,
294,Paulo,Gazzaniga,0,0,9,90,0,0.0,27.4,0.0,2,26,2.7,1,0,0,0.1,2017,42.0,
869,Alfie,Whiteman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2017,40.0,
870,Lucas,Rodrigues Moura da Silva,0,1,11,206,6,83.2,49.0,41.0,0,36,17.5,0,0,0,0.0,2017,77.0,
871,Kazaiah,Sterling,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2017,45.0,
67,Andre,Gray,5,3,79,1486,30,254.0,251.2,594.0,4,237,108.2,5,0,1,1.3,2017,63.0,
529,Nathaniel,Chalobah,0,0,13,447,7,26.5,78.8,95.0,0,40,20.0,3,0,1,0.8,2017,42.0,
644,Molla,Wagué,1,0,19,438,8,5.6,98.0,41.0,0,82,14.5,1,0,0,0.0,2017,45.0,
405,Costel,Pantilimon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2017,45.0,
406,Heurelho,Gomes,0,0,64,2128,40,0.2,457.0,0.0,4,394,45.6,5,0,0,1.2,2017,44.0,
340,Younes,Kaboul,0,0,7,151,3,0.9,47.4,2.0,0,35,5.0,1,0,0,0.1,2017,42.0,
407,Craig,Cathcart,0,0,14,495,6,2.0,120.0,23.0,0,90,14.6,1,0,1,0.0,2017,44.0,
408,Sebastian,Prödl,0,0,42,1566,29,25.9,276.4,89.0,0,267,39.3,5,0,5,0.2,2017,43.0,
410,José,Holebas,0,4,72,2381,47,632.8,510.0,125.0,6,412,127.0,6,0,7,0.5,2017,48.0,
412,Miguel,Britos,1,0,22,795,16,42.7,180.4,51.0,0,149,27.3,2,1,3,0.5,2017,43.0,
413,Christian,Kabasele,2,0,68,2329,43,52.0,645.0,137.0,2,407,83.7,6,0,5,0.5,2017,44.0,
