guid,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,year,now_cost,element_type
929,Anthony,Driscoll-Glennon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2020,39.0,DEF
1143,Mace,Goodridge,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,45.0,MID
1065,Will,Norris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2020,40.0,GK
1147,Max,Thompson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2020,45.0,FWD
1330,Lewis,Richardson,0,0,2,3,0,0.0,0.0,0.0,0,5,0.0,0,0,0,0.1,2020,45.0,FWD
1331,Anthony,Mancini,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,44.0,MID
1149,Joel,Mumbongo,0,0,3,37,1,1.8,0.0,0.0,0,5,0.1,0,0,1,0.0,2020,45.0,FWD
1332,Richard,Nartey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,40.0,DEF
218,Willy,Caballero,0,0,1,90,3,0.0,4.2,0.0,0,7,0.4,0,0,0,0.2,2020,46.0,GK
76,César,Azpilicueta,1,1,99,1760,15,297.6,406.6,137.0,10,434,84.1,12,0,4,8.3,2020,59.0,DEF
24,Olivier,Giroud,4,0,44,701,5,110.6,158.4,360.0,6,137,62.8,4,0,1,1.2,2020,67.0,FWD
560,Marcos,Alonso,1,1,42,793,12,168.6,168.4,278.0,5,173,61.4,4,0,2,2.9,2020,57.0,DEF
958,Jorge Luiz,Frello Filho,6,2,96,1565,13,274.7,480.6,156.0,12,392,91.3,12,0,0,4.7,2020,47.0,MID
960,Mateo,Kovacic,0,1,52,1686,23,365.3,316.0,144.0,0,320,82.5,9,0,3,0.3,2020,53.0,MID
731,Antonio,Rüdiger,0,0,66,1260,6,70.6,262.2,163.0,5,324,49.6,9,0,0,6.1,2020,47.0,DEF
78,Kurt,Zouma,5,0,94,1710,24,51.0,515.8,282.0,6,409,85.0,7,0,1,8.0,2020,53.0,DEF
744,Emerson,Palmieri dos Santos,0,0,7,88,0,7.7,17.4,2.0,0,24,2.7,1,0,0,0.1,2020,47.0,DEF
959,Kepa,Arrizabalaga,0,0,15,360,6,0.0,78.6,0.0,2,69,7.8,1,0,0,0.5,2020,47.0,GK
94,N'Golo,Kanté,0,2,56,1928,23,328.2,415.6,73.0,0,343,82.0,9,0,6,2.3,2020,49.0,MID
1333,Hakim,Ziyech,1,3,52,890,6,394.4,202.4,263.0,6,185,86.2,8,0,3,2.1,2020,79.0,MID
734,Andreas,Christensen,0,0,40,1056,16,52.5,241.8,30.0,6,246,32.5,5,1,1,1.3,2020,47.0,DEF
1334,Timo,Werner,5,9,106,2129,25,402.7,421.8,1030.0,7,330,185.6,11,0,0,10.7,2020,92.0,FWD
859,Tammy,Abraham,6,2,67,1014,12,120.3,270.2,474.0,8,223,85.1,5,0,0,2.0,2020,71.0,FWD
1150,Christian,Pulisic,4,2,65,1208,16,277.2,291.6,508.0,3,202,107.3,5,0,2,2.3,2020,82.0,MID
1151,Mason,Mount,6,6,129,2362,28,1140.0,662.2,710.0,16,524,251.3,11,0,2,18.6,2020,72.0,MID
737,Fikayo,Tomori,0,0,0,45,2,0.1,26.6,0.0,0,8,2.7,0,0,0,0.2,2020,47.0,DEF
742,Callum,Hudson-Odoi,2,3,56,968,5,413.7,268.0,325.0,2,234,100.7,6,0,0,0.4,2020,57.0,MID
1152,Reece,James,1,3,91,1823,24,561.1,418.2,359.0,14,448,134.2,7,0,3,6.6,2020,50.0,DEF
1153,Billy,Gilmour,0,0,2,34,0,3.0,12.4,0.0,0,10,1.5,0,0,0,0.1,2020,43.0,MID
495,Benjamin,Chilwell,2,4,106,1846,19,415.6,424.0,303.0,7,433,113.7,10,0,3,12.7,2020,58.0,DEF
1335,Thiago,Thiago,2,0,73,1485,21,66.5,436.6,144.0,8,375,64.8,8,1,3,2.4,2020,56.0,DEF
1336,Kai,Havertz,2,6,69,1268,14,271.8,244.6,381.0,0,229,89.7,6,0,2,3.1,2020,82.0,MID
1337,Edouard,Mendy,0,0,115,2340,22,0.0,381.2,0.0,5,515,38.2,14,0,0,10.3,2020,52.0,GK
1338,Karlo,Ziger,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,2020,40.0,GK
1154,Faustino,Anjorin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,45.0,MID
95,Michy,Batshuayi,2,2,40,699,14,113.2,131.6,206.0,2,109,44.9,2,0,0,0.6,2020,57.0,FWD
77,Gary,Cahill,1,0,39,1440,32,38.4,316.2,81.0,4,248,43.8,3,0,3,0.2,2020,45.0,DEF
99,Wayne,Hennessey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,2020,43.0,GK
189,Mamadou,Sakho,0,0,4,275,8,1.6,36.6,6.0,0,33,4.5,0,0,0,0.1,2020,44.0,DEF
963,Vicente,Guaita,0,0,110,2790,52,0.0,732.0,0.0,15,554,73.4,7,0,2,2.9,2020,48.0,GK
102,James,Tomkins,0,0,15,387,8,0.8,65.2,10.0,2,75,7.6,2,0,1,0.0,2020,44.0,DEF
113,James,McArthur,0,2,45,1465,26,202.2,285.2,65.0,3,228,55.2,4,0,3,0.1,2020,52.0,MID
135,James,McCarthy,0,0,19,569,10,48.9,87.8,8.0,0,89,14.5,2,0,1,0.7,2020,43.0,MID
212,Christian,Benteke,6,2,74,1316,24,184.5,329.0,649.0,9,214,116.2,4,1,0,0.8,2020,55.0,FWD
458,Cheikhou,Kouyaté,1,0,70,2493,42,78.9,472.4,122.0,2,368,67.4,7,0,1,0.3,2020,48.0,MID
104,Joel,Ward,0,1,56,1625,29,98.8,277.2,17.0,6,275,39.3,6,0,3,0.7,2020,43.0,DEF
105,Martin,Kelly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,2020,41.0,DEF
121,Connor,Wickham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,2020,44.0,FWD
119,Andros,Townsend,1,4,77,1813,27,512.9,410.2,216.0,6,290,114.3,6,0,0,1.1,2020,55.0,MID
645,Luka,Milivojevic,1,1,57,2031,41,256.2,359.2,107.0,3,297,72.3,6,1,7,0.3,2020,56.0,MID
343,Patrick,van Aanholt,0,2,52,1683,34,193.5,281.4,198.0,5,298,67.2,4,0,2,0.4,2020,54.0,DEF
641,Jordan,Ayew,1,4,63,1814,35,216.8,255.4,363.0,2,204,83.4,6,0,2,1.5,2020,56.0,FWD
110,Wilfried,Zaha,9,4,113,1982,38,315.1,446.2,759.0,11,281,152.0,5,0,4,8.5,2020,71.0,MID
168,Jeffrey,Schlupp,2,3,55,1073,19,195.8,271.4,238.0,3,163,70.4,4,0,2,0.1,2020,53.0,MID
964,Max,Meyer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,47.0,MID
746,Jairo,Riedewald,2,0,57,1460,28,131.2,245.6,69.0,4,224,44.7,4,0,2,0.7,2020,44.0,MID
886,Nathan,Ferguson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,2020,38.0,DEF
1158,Tyrick,Mitchell,0,1,35,1170,20,51.0,221.0,21.0,2,178,29.4,3,0,1,11.6,2020,38.0,DEF
1159,Brandon,Pierrick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2020,43.0,MID
103,Scott,Dann,1,0,33,1080,17,15.3,237.8,93.0,1,193,34.8,2,0,1,0.5,2020,42.0,DEF
1339,Eberechi,Eze,3,4,90,2105,42,478.9,384.4,270.0,10,342,113.4,5,0,3,0.8,2020,58.0,MID
967,Sam,Woods,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,2020,40.0,DEF
1340,Ryan,Inniss,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,40.0,DEF
192,Nathaniel,Clyne,0,1,28,1145,22,84.3,150.8,34.0,0,172,27.2,2,0,2,0.1,2020,45.0,DEF
1157,Stephen,Henderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,2020,40.0,GK
315,Jack,Butland,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2020,45.0,GK
1341,Jean-Philippe,Mateta,1,0,13,181,4,15.6,46.6,80.0,2,41,14.0,0,0,0,0.0,2020,54.0,FWD
1342,Reece,Hannam,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,40.0,DEF
1343,Jesurun,Rak-Sakyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,45.0,MID
226,Fabian,Delph,0,0,6,211,5,18.6,26.2,1.0,0,38,4.6,0,0,0,0.0,2020,48.0,MID
367,Gylfi,Sigurdsson,4,4,91,1645,22,438.7,387.0,319.0,10,332,114.6,6,0,1,1.5,2020,68.0,MID
763,Jonas,Lössl,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2020,43.0,GK
125,Seamus,Coleman,0,2,49,1063,15,187.9,233.0,93.0,3,239,51.3,4,0,0,0.8,2020,48.0,DEF
760,Cenk,Tosun,0,0,4,44,3,11.6,2.2,4.0,0,12,1.8,0,0,1,0.0,2020,60.0,FWD
971,Bernard,Anício Caldeira Duarte,1,0,18,390,4,118.6,96.4,76.0,1,65,29.0,2,0,2,0.1,2020,57.0,MID
969,Lucas,Digne,0,8,82,1961,32,510.9,427.2,104.0,11,414,104.5,5,1,2,8.8,2020,62.0,DEF
57,Michael,Keane,3,1,105,2449,35,65.9,680.2,212.0,12,536,95.8,8,0,4,6.0,2020,51.0,DEF
339,Jordan,Pickford,0,0,79,2022,29,10.0,524.2,0.0,6,405,53.5,6,0,1,4.6,2020,48.0,GK
972,André Filipe,Tavares Gomes,0,1,40,1386,21,217.3,171.6,84.0,0,186,46.7,4,0,3,0.2,2020,53.0,MID
20,Alex,Iwobi,1,3,59,1347,17,243.8,250.8,214.0,1,233,70.9,5,0,0,0.2,2020,59.0,MID
615,Jonjoe,Kenny,0,0,5,78,1,8.1,11.0,8.0,0,19,2.8,0,0,0,0.1,2020,43.0,DEF
1164,Jean-Philippe,Gbamin,0,0,1,11,1,0.9,3.8,0.0,0,1,0.5,0,0,0,0.0,2020,50.0,MID
970,Yerry,Mina,2,0,64,1784,22,22.3,451.8,188.0,5,343,66.5,4,0,2,1.7,2020,55.0,DEF
511,Tom,Davies,0,1,39,1142,16,92.3,175.8,30.0,1,177,29.8,4,0,2,0.1,2020,52.0,MID
594,Dominic,Calvert-Lewin,14,6,138,2241,31,232.4,628.0,1128.0,16,447,198.5,7,0,3,33.6,2020,75.0,FWD
494,Mason,Holgate,1,0,65,1762,22,113.4,357.0,63.0,4,337,53.5,7,0,7,0.9,2020,48.0,DEF
874,Richarlison,de Andrade,6,5,98,2164,28,238.4,452.2,824.0,15,322,151.5,7,1,3,8.6,2020,79.0,FWD
1344,João,Virgínia,0,0,2,47,0,0.0,25.0,0.0,0,10,2.5,0,0,0,0.1,2020,43.0,GK
1166,Anthony,Gordon,0,0,3,87,0,12.7,14.4,4.0,0,11,3.1,0,0,0,0.4,2020,43.0,MID
1163,Moise,Kean,0,0,2,13,0,1.3,0.0,11.0,0,1,0.9,0,0,0,0.2,2020,57.0,FWD
1169,Jarrad,Branthwaite,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,2020,39.0,DEF
1345,Allan,Marques Loureiro,0,0,29,1330,20,108.5,218.8,27.0,0,188,35.6,3,0,4,0.6,2020,52.0,MID
1346,James,Rodríguez,6,4,91,1511,24,497.3,464.2,331.0,10,395,129.5,4,0,3,8.3,2020,77.0,MID
481,Abdoulaye,Doucouré,2,3,71,2131,32,284.8,400.6,256.0,2,375,94.2,7,0,6,0.6,2020,52.0,MID
1347,Niels,Nkounkou,0,0,1,68,1,5.3,13.8,1.0,0,6,2.0,0,0,1,0.2,2020,40.0,DEF
1201,Ben,Godfrey,0,1,63,1963,25,56.6,419.4,78.0,1,368,55.6,7,0,4,0.4,2020,50.0,DEF
1348,Robin,Olsen,0,0,25,630,9,0.0,166.4,0.0,3,119,16.7,2,0,1,0.1,2020,45.0,GK
1170,Ellis,Simms,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2020,45.0,FWD
1349,Tyler,Onyango,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,45.0,MID
47,Joshua,King,0,0,8,118,2,4.7,10.4,4.0,0,16,1.9,0,0,0,0.1,2020,52.0,FWD
1350,Kyle,John,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,40.0,DEF
1351,Nathan,Broadhead,0,0,1,2,0,0.0,2.0,0.0,0,5,0.2,0,0,0,0.0,2020,45.0,MID
1352,Ryan,Astley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,40.0,DEF
1353,Harry,Tyrer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,40.0,GK
1354,Reece,Welch,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,40.0,DEF
1355,Isaac,Price,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,45.0,MID
87,Ruben,Loftus-Cheek,1,0,62,1861,20,258.8,192.2,417.0,0,167,86.7,11,0,3,0.2,2020,59.0,MID
988,Fabricio,Agosto Ramírez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.2,2020,39.0,GK
978,Kevin,McDonald,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,47.0,MID
985,Maxime,Le Marchand,0,0,1,122,1,1.6,12.6,1.0,0,12,1.6,0,0,2,0.1,2020,41.0,DEF
980,Stefan,Johansen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,47.0,MID
977,Tom,Cairney,1,1,27,758,15,278.3,170.6,124.0,2,160,57.3,1,0,2,0.1,2020,52.0,MID
975,Tim,Ream,0,0,7,450,10,4.7,82.6,0.0,0,78,8.8,0,0,0,0.1,2020,42.0,DEF
704,Anthony,Knockaert,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,50.0,MID
1356,Michael,Hector,0,0,0,262,10,11.3,40.8,18.0,0,32,6.9,0,0,2,0.1,2020,41.0,DEF
987,Cyrus,Christie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,42.0,DEF
982,Neeskens,Kebano,0,0,6,116,3,14.6,1.4,47.0,0,13,5.9,0,0,0,0.0,2020,47.0,MID
1357,Bobby,Decordova-Reid,5,1,71,1852,21,195.6,318.2,415.0,6,284,92.8,9,0,6,0.6,2020,53.0,FWD
991,Joe,Bryan,0,1,13,464,13,56.2,73.2,47.0,0,88,17.6,0,0,2,0.3,2020,45.0,DEF
974,Marcus,Bettinelli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,43.0,GK
832,Aleksandar,Mitrović,3,3,60,1290,22,305.3,243.4,656.0,7,171,118.7,1,0,3,3.5,2020,55.0,FWD
557,Alfie,Mawson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,43.0,DEF
1358,Marek,Rodák,0,0,1,90,3,0.0,18.2,0.0,0,11,1.8,0,0,0,0.3,2020,43.0,GK
1359,Ivan Ricardo,Neves Abreu Cavaleiro,3,0,72,1945,33,457.5,284.2,474.0,4,205,121.6,6,0,2,0.1,2020,53.0,MID
1360,Josh,Onomah,0,0,7,168,8,8.3,17.8,31.0,0,13,5.5,0,0,1,0.0,2020,46.0,MID
986,Jean Michaël,Seri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,46.0,MID
984,Aboubakar,Kamara,0,0,8,307,9,76.8,22.6,39.0,0,14,13.2,0,1,1,0.0,2020,48.0,MID
992,André-Frank,Zambo Anguissa,0,3,66,2114,31,346.0,432.8,241.0,4,334,102.1,6,0,5,1.4,2020,45.0,MID
995,Zeze Steven,Sessegnon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,43.0,DEF
306,Harrison,Reed,0,3,65,2101,30,316.8,399.4,82.0,0,364,80.0,9,0,5,0.7,2020,44.0,MID
1361,Antonee,Robinson,0,0,53,1889,23,414.2,398.8,164.0,1,352,98.0,5,1,4,0.2,2020,44.0,DEF
845,Mario,Lemina,1,0,46,1349,21,163.9,218.2,114.0,3,219,49.8,3,0,3,0.3,2020,45.0,MID
1362,Alphonse,Areola,0,0,113,2790,39,0.0,737.6,0.0,8,561,73.6,9,0,0,5.1,2020,46.0,GK
1363,Kenny,Tete,0,1,48,1243,20,290.4,288.6,81.0,3,247,66.1,5,0,2,0.2,2020,43.0,DEF
976,Denis,Odoi,0,0,1,270,10,20.8,35.4,8.0,0,34,6.4,0,0,1,0.1,2020,42.0,DEF
626,Ademola,Lookman,4,4,96,2320,26,768.4,478.0,800.0,8,330,204.7,9,0,4,1.9,2020,49.0,MID
486,Ola,Aina,2,1,99,2423,31,235.7,455.8,136.0,8,451,82.8,8,0,2,2.5,2020,45.0,DEF
1364,Joachim,Andersen,1,1,89,2311,28,105.6,495.6,125.0,7,444,72.8,9,1,4,0.5,2020,45.0,DEF
1365,Tosin,Adarabioyo,0,1,92,2430,30,56.2,547.0,197.0,11,483,80.4,9,0,1,0.7,2020,45.0,DEF
791,Terence,Kongolo,0,0,2,90,1,4.7,16.8,2.0,0,15,2.4,0,0,0,0.0,2020,43.0,DEF
612,Josh,Maja,2,0,27,572,5,74.1,93.0,249.0,3,81,41.4,4,0,0,0.7,2020,53.0,FWD
166,Wes,Morgan,0,0,3,16,0,0.1,3.0,0.0,0,9,0.3,0,0,0,0.1,2020,44.0,DEF
164,Kasper,Schmeichel,0,0,116,2790,37,0.0,678.2,0.0,6,550,67.8,10,0,0,9.7,2020,54.0,GK
167,Christian,Fuchs,0,0,24,701,9,33.9,137.0,22.0,2,112,19.2,3,0,4,0.2,2020,45.0,DEF
430,Jonny,Evans,0,1,79,2203,29,82.5,399.4,63.0,7,440,54.7,9,0,7,0.9,2020,55.0,DEF
1366,Adrien,Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,2020,44.0,MID
176,Marc,Albrighton,0,6,56,1341,13,382.0,291.2,249.0,0,237,92.1,4,0,2,0.1,2020,52.0,MID
793,Matty,James,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,2020,43.0,MID
803,Danny,Ward,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,2020,43.0,GK
183,Jamie,Vardy,12,12,151,2225,31,271.4,655.0,1001.0,19,523,192.8,7,0,1,19.0,2020,101.0,FWD
1172,Dennis,Praet,1,2,36,709,11,130.9,119.2,120.0,1,126,36.8,3,0,0,0.1,2020,52.0,MID
1008,Ricardo Domingos,Barbosa Pereira,0,1,26,835,13,129.5,168.6,142.0,0,128,43.9,2,0,2,0.7,2020,59.0,DEF
181,Daniel,Amartey,1,0,20,718,12,10.9,155.0,61.0,2,124,22.7,0,0,2,1.5,2020,39.0,DEF
1014,Youri,Tielemans,6,3,115,2726,37,519.9,682.8,386.0,11,521,158.9,10,0,6,3.6,2020,64.0,MID
831,Ayoze,Pérez,2,0,47,1048,13,255.3,209.8,346.0,2,133,81.4,5,0,1,0.6,2020,60.0,MID
180,Demarai,Gray,0,0,1,18,0,1.3,0.2,3.0,0,3,0.5,0,0,0,0.1,2020,51.0,MID
1009,James,Maddison,8,7,120,1642,20,638.7,535.8,526.0,12,401,169.9,9,0,4,5.4,2020,72.0,MID
240,Kelechi,Iheanacho,8,0,70,882,11,215.8,313.8,486.0,12,266,101.2,4,0,0,11.3,2020,60.0,FWD
795,Hamza,Choudhury,0,0,13,301,2,13.3,33.0,29.0,0,56,7.5,2,0,1,0.1,2020,46.0,MID
799,Harvey,Barnes,9,5,126,1944,25,359.0,556.4,810.0,13,348,172.7,7,0,0,3.1,2020,66.0,MID
627,Wilfred,Ndidi,1,3,60,1573,20,168.8,416.8,43.0,9,310,62.8,6,0,5,0.7,2020,48.0,MID
1011,Filip,Benkovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,43.0,DEF
1012,Çaglar,Söyüncü,0,0,37,1186,17,68.0,257.6,83.0,0,238,40.9,4,0,2,2.8,2020,53.0,DEF
1171,James,Justin,2,2,101,2070,25,290.7,472.2,195.0,13,447,96.0,9,0,4,6.7,2020,49.0,DEF
1173,Luke,Thomas,0,0,6,450,8,33.5,68.4,23.0,0,40,12.3,0,0,2,0.2,2020,41.0,DEF
1367,Timothy,Castagne,1,3,69,1715,24,236.3,346.0,142.0,4,347,72.4,5,0,1,4.1,2020,57.0,DEF
182,Nampalys,Mendy,0,1,38,1370,21,106.1,137.6,16.0,0,215,26.1,4,0,5,1.6,2020,42.0,MID
1368,Cengiz,Ünder,0,2,16,275,5,87.5,73.4,88.0,0,62,24.9,0,0,0,0.0,2020,57.0,MID
1369,Wesley,Fofana,0,1,59,1774,22,83.2,397.0,83.0,5,365,56.5,6,0,6,0.7,2020,50.0,DEF
566,Islam,Slimani,0,0,1,19,1,11.7,0.2,6.0,0,3,1.8,0,0,0,0.1,2020,49.0,FWD
1370,Vontae,Daley-Campbell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,40.0,DEF
1371,Thakgalo,Leshabela,0,0,1,9,0,1.4,0.6,0.0,0,2,0.2,0,0,0,0.0,2020,44.0,MID
1372,Sidnei,Tavares,0,0,3,84,1,1.2,9.6,9.0,0,10,2.0,0,0,0,0.0,2020,44.0,MID
1373,Shane,Flynn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,45.0,MID
1374,Thanawat,Suengchitthawon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,45.0,MID
1375,Pablo,Hernández Domínguez,0,2,20,330,5,82.0,70.6,92.0,0,76,24.4,0,0,1,0.2,2020,57.0,MID
1376,Francisco,Casilla Cortés,0,0,2,90,1,0.0,8.0,0.0,0,12,0.8,0,0,0,0.8,2020,42.0,GK
1377,Liam,Cooper,1,0,52,2006,40,15.4,578.6,257.0,2,419,85.1,5,1,3,0.4,2020,43.0,DEF
1067,Barry,Douglas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.0,2020,38.0,DEF
1378,Luke,Ayling,0,0,76,2769,49,382.8,688.2,273.0,1,536,134.4,9,0,5,2.5,2020,44.0,DEF
1379,Mateusz,Klich,3,5,85,2103,41,607.8,394.4,266.0,3,345,126.7,7,0,6,2.5,2020,52.0,MID
285,Adam,Forshaw,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,48.0,MID
1380,Stuart,Dallas,7,3,141,2780,48,359.2,665.8,400.0,14,600,142.8,9,0,5,24.0,2020,51.0,DEF
1381,Ezgjan,Alioski,2,1,80,1883,31,348.1,360.8,255.0,6,346,96.7,7,0,5,1.9,2020,43.0,DEF
552,Patrick,Bamford,14,10,162,2544,46,303.5,716.4,1254.0,19,530,226.9,8,0,2,44.6,2020,66.0,FWD
1382,Jack,Harrison,7,6,124,2239,40,627.2,591.8,513.0,13,417,173.6,8,0,2,2.4,2020,54.0,MID
1383,Kalvin,Phillips,0,2,53,2022,32,431.1,428.8,72.0,2,330,93.3,7,0,7,0.9,2020,49.0,MID
1384,Hélder Wander,Sousa de Azevedo e Costa,3,4,58,1013,22,131.1,214.4,256.0,2,147,60.0,2,0,0,2.2,2020,50.0,MID
1385,Tyler,Roberts,0,2,34,976,14,166.0,116.8,186.0,0,112,46.9,3,0,2,0.1,2020,46.0,MID
1386,Jay-Roy,Grot,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,47.0,MID
1387,Kamil,Miazek,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,2020,40.0,GK
1388,Ian Carlo,Poveda-Ocampo,0,0,10,245,4,47.5,42.6,87.0,0,29,17.7,0,0,0,0.3,2020,42.0,MID
1389,Jamie,Shackleton,0,0,17,454,11,45.7,52.0,18.0,0,72,11.4,1,0,0,0.0,2020,48.0,MID
1390,Pascal,Struijk,1,0,53,1556,27,33.0,384.0,153.0,2,301,56.9,5,0,2,5.2,2020,40.0,DEF
1391,Jordan,Stevens,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,2020,43.0,MID
1392,Illan,Meslier,0,0,131,2700,48,10.0,889.4,0.0,19,663,90.1,9,0,0,6.8,2020,47.0,GK
1393,Leif,Davis,0,0,2,31,0,0.6,2.8,0.0,0,5,0.3,0,0,0,1.0,2020,38.0,DEF
1394,Oliver,Casey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,2020,38.0,DEF
1395,Robin,Koch,0,0,35,937,18,49.0,185.2,89.0,2,190,32.3,4,0,0,0.3,2020,43.0,DEF
1396,Rodrigo,Moreno,3,3,56,1083,20,327.3,230.6,464.0,8,209,102.1,2,0,3,1.9,2020,57.0,FWD
1397,Elia,Caprile,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,2020,40.0,GK
1398,Mateusz,Bogusz,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,43.0,MID
1399,Diego,Llorente,0,0,22,720,9,37.9,163.8,92.0,0,142,29.5,2,0,1,0.1,2020,44.0,DEF
1400,Raphael,Dias Belloli,6,7,115,2066,33,773.3,620.8,813.0,11,426,220.9,7,0,3,12.4,2020,56.0,MID
1401,Jack,Jenkins,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,45.0,MID
1402,Niall,Huggins,0,0,1,37,0,0.9,2.6,2.0,0,4,0.6,0,0,0,0.1,2020,45.0,FWD
1403,Charlie,Cresswell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2020,40.0,DEF
1404,Joe,Gelhardt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,45.0,FWD
1405,Gaetano,Berardi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2020,40.0,DEF
207,James,Milner,0,2,40,919,8,231.0,176.6,83.0,2,189,49.2,4,0,2,0.1,2020,53.0,MID
1406,Konstantinos,Tsimikas,0,0,1,5,0,0.1,0.0,0.0,0,2,0.0,0,0,0,0.0,2020,49.0,DEF
484,Georginio,Wijnaldum,2,1,81,2426,35,327.2,324.2,260.0,3,408,91.0,7,0,1,1.1,2020,53.0,MID
200,Jordan,Henderson,1,2,56,1704,23,262.3,358.0,108.0,2,345,72.9,4,0,0,0.9,2020,54.0,MID
449,Adrián,San Miguel del Castillo,0,0,11,270,9,0.0,59.6,0.0,2,60,5.9,1,0,0,0.4,2020,42.0,GK
198,Joel,Matip,1,2,42,690,5,42.4,179.0,84.0,5,194,30.6,3,0,2,0.4,2020,54.0,DEF
332,Xherdan,Shaqiri,0,2,25,517,7,265.4,89.2,84.0,1,117,43.9,2,0,2,0.1,2020,64.0,MID
