club_reference,href,name_and_surname,position,market_value,date_of_birth,country
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/michel-vorm/profil/spieler/26276,Michel Vorm,Goalkeeper,800000,1983-10-20 00:00:00,Netherlands
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/brandon-austin/profil/spieler/428016,Brandon Austin,Goalkeeper,200000,1999-01-08 00:00:00,England
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/alfie-whiteman/profil/spieler/282823,Alfie Whiteman,Goalkeeper,-1,1998-10-02 00:00:00,England
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/davinson-sanchez/profil/spieler/341429,Davinson Sánchez,Centre-Back,48000000.00,1996-06-12 00:00:00,Colombia
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/toby-alderweireld/profil/spieler/42710,Toby Alderweireld,Centre-Back,24000000.00,1989-03-02 00:00:00,Belgium
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/eric-dier/profil/spieler/175722,Eric Dier,Centre-Back,20000000.00,1994-01-15 00:00:00,England
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/jan-vertonghen/profil/spieler/43250,Jan Vertonghen,Centre-Back,14500000.00,1987-04-24 00:00:00,Belgium
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/juan-foyth/profil/spieler/480763,Juan Foyth,Centre-Back,13500000.00,1998-01-12 00:00:00,Argentina
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/japhet-tanganga/profil/spieler/346478,Japhet Tanganga,Centre-Back,7200000.00,1999-03-31 00:00:00,England
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/cameron-carter-vickers/profil/spieler/341049,Cameron Carter-Vickers,Centre-Back,2000000.00,1997-12-31 00:00:00,United States
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/malachi-fagan-walcott/profil/spieler/554173,Malachi Fagan-Walcott,Centre-Back,-1,2002-03-11 00:00:00,England
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/ryan-sessegnon/profil/spieler/392775,Ryan Sessegnon,Left-Back,31500000.00,2000-05-18 00:00:00,England
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/ben-davies/profil/spieler/192765,Ben Davies,Left-Back,17500000.00,1993-04-24 00:00:00,Wales
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/danny-rose/profil/spieler/50174,Danny Rose,Left-Back,16000000.00,1990-07-02 00:00:00,England
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/dennis-cirkin/profil/spieler/568006,Dennis Cirkin,Left-Back,-1,2002-04-06 00:00:00,England
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/serge-aurier/profil/spieler/127032,Serge Aurier,Right-Back,16000000.00,1992-12-24 00:00:00,Cote d'Ivoire
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/kyle-walker-peters/profil/spieler/341051,Kyle Walker-Peters,Right-Back,8000000.00,1997-04-13 00:00:00,England
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/harry-winks/profil/spieler/249126,Harry Winks,Defensive Midfield,32000000.00,1996-02-02 00:00:00,England
